"","country","year","rgdpe","rgdpo","pop","emp","hc","ccon","cda","cgdpe","cgdpo","rgdpna","rkna","labsh","delta","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r"
"93","Republic of Korea",1980,182709.46875,189564.375,37.451085,13.4414863586426,2.39511895179749,133353.21875,206767.09375,190106.03125,196717.265625,197701.125,469439.84375,0.644494414329529,0.0597891956567764,0.549887239933014,0.3731949031353,0.12800557911396,0.257697105407715,-0.307857573032379,-0.00092725595459342
"94","Republic of Korea",1981,192920.4375,202066.9375,38.046253,13.7779245376587,2.44942378997803,142382.890625,215196.671875,201151.09375,208659.296875,211897.0625,513344,0.618088364601135,0.0608807504177094,0.549070119857788,0.348960161209106,0.133300051093102,0.268632769584656,-0.302631169557571,0.00266807246953249
"95","Republic of Korea",1982,209891.609375,216995.71875,38.665964,14.1376667022705,2.50495982170105,153286.484375,231688.96875,220125.328125,225480.375,229410.40625,563286.5625,0.611713051795959,0.0610256642103195,0.549695611000061,0.347713112831116,0.13012620806694,0.245970115065575,-0.276327848434448,0.00282279192470014
"96","Republic of Korea",1983,237801.515625,243126.71875,39.295418,14.2816343307495,2.56117534637451,167437.421875,253592.984375,248599.953125,252613.65625,259789.078125,623207.25,0.609841525554657,0.0611423477530479,0.540183901786804,0.341056644916534,0.122636251151562,0.250481903553009,-0.254943817853928,0.000585105386562645
"97","Republic of Korea",1984,263014.90625,267048.75,39.9129,14.2529134750366,2.6001284122467,180701.75,270575.6875,273243,276224.9375,286918.625,690320,0.59792548418045,0.0606695935130119,0.534257829189301,0.325365036725998,0.119925551116467,0.261723816394806,-0.24213919043541,0.000866989779751748
"98","Republic of Korea",1985,280670.34375,279328.84375,40.501917,14.8584451675415,2.63967394828796,195472.640625,288623.46875,292156.5625,289474.90625,309153.8125,760216.9375,0.580016851425171,0.0615473948419094,0.552314758300781,0.321792393922806,0.122951485216618,0.230440586805344,-0.225191861391068,-0.00230743805877864
"99","Republic of Korea",1986,325571.8125,330681.6875,41.059473,15.4468660354614,2.6798210144043,215133.34375,323583.375,338769.0625,339143.375,343853.5,842217.4375,0.563689053058624,0.0628082901239395,0.518396079540253,0.319776356220245,0.115947239100933,0.24811652302742,-0.204943343997002,0.00270718242973089
"100","Republic of Korea",1987,374280.75,382212.3125,41.588374,16.3407878875732,2.72057843208313,235376.65625,363106.3125,388701,389250.5,386722.625,942229.1875,0.567947208881378,0.0640211850404739,0.494286864995956,0.328142553567886,0.11040510982275,0.269541442394257,-0.202860981225967,0.000485005235532299
"101","Republic of Korea",1988,427239.8125,433107.03125,42.08505,16.8906936645508,2.76195597648621,260434.96875,412392.5,443041.15625,441921.34375,432760.84375,1055839.25,0.565048635005951,0.0637887641787529,0.481701612472534,0.343856513500214,0.107622645795345,0.27794548869133,-0.213601365685463,0.00247512734495103
"102","Republic of Korea",1989,465860.03125,473686.90625,42.546704,17.6004161834717,2.80396270751953,293612.4375,471360.625,480846.21875,484127.84375,463182.6875,1187808.125,0.579063177108765,0.0626085922122002,0.494455337524414,0.367151349782944,0.112021736800671,0.254410415887833,-0.226135700941086,-0.0019031543051824
"103","Republic of Korea",1990,517734.6875,530216.125,42.972254,18.1285591125488,2.84660840034485,332519.28125,533014,530558.875,535812.6875,508626.59375,1358176.375,0.579009890556335,0.0607424676418304,0.51225358247757,0.374188125133514,0.108335062861443,0.235276535153389,-0.231237828731537,0.00118454964831471
"104","Republic of Korea",1991,579309.5,591618.3125,43.358716,18.6310806274414,2.87941026687622,362577.1875,607554.5,595049.3125,603455.6875,561289.5625,1550892.875,0.583498418331146,0.0582133904099464,0.498365372419357,0.405957400798798,0.102469436824322,0.216777995228767,-0.223393529653549,-0.000176659828866832
"105","Republic of Korea",1992,625174.0625,635053.0625,43.70817,18.9291553497314,2.91259026527405,391199.625,644068.9375,643253.75,647860.0625,595952,1738294.625,0.572302460670471,0.0568934194743633,0.499449133872986,0.390314698219299,0.104384385049343,0.238143175840378,-0.23337534070015,0.00108392001129687
"106","Republic of Korea",1993,683023.25,690907.75,44.031222,19.0914096832275,2.94615244865417,420606.6875,696987.1875,703524.0625,704522.75,636755.3125,1937647.625,0.570647120475769,0.0569506958127022,0.495004057884216,0.392294615507126,0.102005295455456,0.231074005365372,-0.222879037261009,0.00250101834535599
"107","Republic of Korea",1994,760514,763892.875,44.34253,19.6621131896973,2.9801013469696,461021.0625,776286.5625,773882.1875,775463.625,695375.9375,2168441.75,0.563774704933167,0.0568275339901447,0.495925277471542,0.406550973653793,0.0985849499702454,0.237156808376312,-0.238872274756432,0.000654274772386998
"108","Republic of Korea",1995,847637.75,850540.6875,44.652994,20.1925621032715,3.01444125175476,513573.75,861680.5625,855959.1875,855613.3125,761927.625,2428644.75,0.563124418258667,0.0566686429083347,0.507056534290314,0.406850636005402,0.0931839421391487,0.258453905582428,-0.268041729927063,0.00249669491313398
"109","Republic of Korea",1996,899581.3125,906221.4375,44.967346,20.6085643768311,3.0491771697998,554826.9375,926663.1875,899686.125,901863.25,819792.25,2703460,0.572749376296997,0.056946624070406,0.522220492362976,0.41229784488678,0.0929802060127258,0.254114985466003,-0.280977576971054,-0.000635988486465067
"110","Republic of Korea",1997,943046.4375,944888.125,45.283939,20.958532333374,3.08431339263916,587987.0625,945524.8125,938471.125,945709.875,868341.875,2957999.75,0.548189461231232,0.0564402565360069,0.526584804058075,0.378062814474106,0.0951567143201828,0.274475425481796,-0.273552864789963,-0.00072688254294917
"111","Republic of Korea",1998,891952.25,857856.125,45.599569,19.6817684173584,3.11985421180725,542702.1875,788632.75,881810.125,865572.8125,820833,3114016.75,0.519178152084351,0.0560422800481319,0.51566070318222,0.28412464261055,0.111325442790985,0.309164792299271,-0.218033358454704,-0.00224223430268466
"112","Republic of Korea",1999,980609.625,958323.9375,45.908307,20.023286819458,3.15580463409424,613719.5,915633.125,970093.9375,970788.4375,913657.875,3293587.5,0.509955227375031,0.0555267073214054,0.52470451593399,0.310998380184174,0.10748215764761,0.292676329612732,-0.235080391168594,-0.000780934758950025
"113","Republic of Korea",2000,1041547.25,1035198.5,46.206271,20.8515396118164,3.1921694278717,662573.75,1015681,1036041.375,1065353.125,995196.625,3510866,0.505558371543884,0.0565249286592007,0.513425588607788,0.331446170806885,0.108503170311451,0.338405311107635,-0.290726691484451,-0.00105355202686042
"114","Republic of Korea",2001,1085336.5,1068077.875,46.492324,21.2437801361084,3.21872901916504,707109.5,1069877,1086157.125,1096153.5,1040232.3125,3719938.75,0.509734630584717,0.0562365464866161,0.522545576095581,0.330945938825607,0.122536979615688,0.300365418195724,-0.275844365358353,-0.000549577525816858
"115","Republic of Korea",2002,1177548,1152832.5,46.769579,21.8392162322998,3.2455096244812,771124.75,1168319.5,1184774.25,1188902.75,1117546.875,3944567.25,0.505938053131104,0.0555167086422443,0.517488181591034,0.334085136651993,0.131113842129707,0.292657285928726,-0.274232923984528,-0.00111150648444891
"116","Republic of Korea",2003,1223522.875,1196619.125,47.043251,21.8316459655762,3.27251291275024,769551.375,1206459.625,1229713,1232685.375,1150327,4177347.5,0.512769818305969,0.0540601462125778,0.495912492275238,0.354436129331589,0.128376021981239,0.3071608543396,-0.284681677818298,-0.00120382499881089
"117","Republic of Korea",2004,1291085.125,1266604.375,47.320454,22.3056716918945,3.29974102973938,772834.1875,1248662.625,1297012.375,1302838.125,1206691.125,4412631,0.510679841041565,0.0527093783020973,0.470344334840775,0.36522451043129,0.122848428785801,0.361941069364548,-0.319346994161606,-0.00101137743331492
"118","Republic of Korea",2005,1338638.75,1351966.375,47.605863,22.666088104248,3.32719564437866,817512.8125,1329408.625,1361403.875,1380936.25,1254037.875,4646020,0.519578993320465,0.0519059970974922,0.471248537302017,0.370687484741211,0.120750404894352,0.378613710403442,-0.340451627969742,-0.000848447903990746
"119","Republic of Korea",2006,1382777,1391837.5,47.901643,23.0442409515381,3.35487866401672,859359.5625,1386063,1395801.375,1429153.625,1318948.75,4884624,0.524705231189728,0.0511402934789658,0.47459888458252,0.368542194366455,0.126707762479782,0.407813131809235,-0.3768270611763,-0.000834839011076838
"120","Republic of Korea",2007,1457668.5,1468399.25,48.205062,23.4108047485352,3.3827919960022,910535.375,1447880.375,1464201.25,1498669.625,1391008.125,5135703.5,0.519715011119843,0.05034164711833,0.477255761623383,0.358547985553741,0.13030669093132,0.421796500682831,-0.38779005408287,-0.000116845527372789
"121","Republic of Korea",2008,1454400.875,1463138.5,48.509842,23.6409740447998,3.41093754768372,944194.375,1468832.625,1467504.875,1474623.875,1430362.875,5365608,0.516546726226807,0.050112284719944,0.497732996940613,0.355777651071548,0.142562046647072,0.443795263767242,-0.439070671796799,-0.000797289423644543
"122","Republic of Korea",2009,1485051,1438214.75,48.807036,23.6499290466309,3.43931722640991,957715.3125,1417119.75,1487209.25,1473670,1440482.875,5582609,0.511229276657104,0.0509788505733013,0.499137341976166,0.311741709709167,0.150747165083885,0.403393566608429,-0.365279197692871,0.000259440799709409
"123","Republic of Korea",2010,1586915,1562463.625,49.090041,24.0513210296631,3.467933177948,1009704.75,1535275.875,1585781.375,1583230.875,1534068,5815018,0.49874073266983,0.0505244620144367,0.489878356456757,0.331961125135422,0.147871181368828,0.461482167243958,-0.431192845106125,0
"124","Republic of Korea",2011,1606234.25,1590547.625,49.356692,24.5436744689941,3.49846076965332,1046632.8125,1582222.75,1606234.25,1590547.625,1590547.625,6035800.5,0.502290785312653,0.050084825605154,0.507175981998444,0.336733013391495,0.150857016444206,0.533681452274323,-0.528447449207306,-1.93627999503409e-16
"125","Republic of Korea",2012,1639289.625,1610429,49.608451,25.0584087371826,3.52957725524902,1070698.125,1587351.875,1632981.875,1611840.5,1627009.375,6239963,0.509381175041199,0.050285667181015,0.510942757129669,0.320536524057388,0.153327718377113,0.553645074367523,-0.5384521484375,-1.90406667030552e-16
"126","Republic of Korea",2013,1700907.25,1663808.125,49.846756,25.5231037139893,3.5612964630127,1094907.75,1599526.875,1683347.5,1660906,1674130.875,6446550,0.512181580066681,0.0502428822219372,0.505321204662323,0.303821563720703,0.153902038931847,0.544295787811279,-0.507340550422668,0
"127","Republic of Korea",2014,1757809.625,1750372.25,50.074401,26.1396675109863,3.59363317489624,1119130,1645127.25,1737629.125,1731831.625,1729547.25,6659351,0.519244849681854,0.050105482339859,0.494665145874023,0.303723096847534,0.151546657085419,0.530992388725281,-0.480804532766342,-0.000122754499898292
"128","United States",1950,2279786.5,2274197.25,155.563526303367,62.8349990844727,2.58321285247803,1744355.25,2269912,2275977.25,2272814.75,2254261.75,7368828.5,0.635634005069733,0.0395769253373146,0.665169239044189,0.231236070394516,0.10231751203537,0.0433291606605053,-0.0395146831870079,-0.00253734551370144
"129","United States",1951,2440075.5,2443819.5,158.226907128616,65.080940246582,2.59599995613098,1837987.625,2434211.25,2452572,2456239.5,2435924,7653916,0.64081346988678,0.0413675867021084,0.621451258659363,0.242738410830498,0.126842081546783,0.0531012527644634,-0.0428040027618408,-0.00132898788433522
"130","United States",1952,2530523.75,2526412.25,160.959735733983,65.8558197021484,2.6088502407074,1926761.625,2549179.5,2556828.5,2554371.75,2535115.75,7973592,0.651878237724304,0.0428354442119598,0.609108805656433,0.243667736649513,0.145190805196762,0.0470818281173706,-0.0421496815979481,-0.00289951474405825
"131","United States",1953,2655277,2642976.5,163.647637627273,66.787109375,2.62176442146301,2030993.375,2687709.5,2683578,2675825.25,2654125,8318338,0.651647984981537,0.0441536270081997,0.610538125038147,0.245425671339035,0.148477599024773,0.0401264615356922,-0.0408973395824432,-0.00367048499174416
"132","United States",1954,2640868,2633803,166.551084852929,65.5951385498047,2.63474249839783,2035224.125,2660196.5,2662238.75,2659250.25,2639158.5,8650076,0.64453125,0.0443918369710445,0.626096904277802,0.235018268227577,0.139240682125092,0.0416697338223457,-0.0387338809669018,-0.00329165672883391
"133","United States",1955,2844097.5,2834914,169.518897933604,67.5313262939453,2.64778447151184,2144185.75,2851019.5,2854368.25,2849723.25,2827117,9021823,0.633918702602386,0.0442983582615852,0.624057412147522,0.248035952448845,0.128361508250237,0.0427459590137005,-0.0401225239038467,-0.00307835708372295
"134","United States",1956,2907753.75,2899711,172.55516111585,69.1301574707031,2.66231727600098,2176428.25,2897922.25,2912156.25,2909066.25,2887395.5,9390762,0.648066401481628,0.0449125729501247,0.622869431972504,0.248015701770782,0.125284135341644,0.0483344718813896,-0.0419501066207886,-0.00255364109762013
"135","United States",1957,2970561.25,2961845.25,175.702774577193,69.4685287475586,2.67692995071411,2227445.5,2951075,2976774.75,2971565,2948190.5,9743166,0.646437406539917,0.0460504703223705,0.621510207653046,0.243518009781837,0.128076493740082,0.0509253218770027,-0.0428061448037624,-0.00122385064605623
"136","United States",1958,2949130.75,2930893.25,178.663448020765,68.2039794921875,2.69162273406982,2248579.75,2956873,2960558,2949812,2926515,10053275,0.645884096622467,0.0466826632618904,0.630016326904297,0.24011467397213,0.132262617349625,0.0431192293763161,-0.042358037084341,-0.00315483030863106
"137","United States",1959,3166056.75,3146971.25,181.675190134969,69.7782745361328,2.70639610290527,2338022,3160132,3163159,3153770,3128510.75,10434712,0.638004004955292,0.0473306328058243,0.618912398815155,0.260675311088562,0.122429572045803,0.0440934486687183,-0.0429202243685722,-0.00319053907878697
"138","United States",1960,3248585.5,3234811,184.577624093351,70.9436721801758,2.72125053405762,2422868.75,3231420,3257199.25,3234777.25,3208710.5,10803927,0.64612752199173,0.0477070175111294,0.628841161727905,0.249955773353577,0.120165221393108,0.0497999452054501,-0.0474769398570061,-0.00128517393022776
"139","United States",1961,3332156.5,3317670,187.662913822952,71.0019378662109,2.75555515289307,2511797.25,3310494.75,3339544.5,3316558.25,3290665,11151112,0.643108129501343,0.0481172576546669,0.631964027881622,0.240821212530136,0.12538655102253,0.047304030507803,-0.0444042198359966,-0.00107157637830824
"140","United States",1962,3537552.25,3518126.75,190.571474151163,72.0569229125977,2.79029202461243,2653195,3513264,3537231,3519584,3491938.5,11569603,0.638175547122955,0.0482358522713184,0.626477062702179,0.244366645812988,0.127360597252846,0.045342855155468,-0.0418785959482193,-0.0016686194576323
"141","United States",1963,3691253.5,3675172.5,193.333952515852,73.0699996948242,2.8254668712616,2739414,3655828,3684096,3672146.25,3643977,12025759,0.635656118392944,0.048430822789669,0.621160447597504,0.249558135867119,0.124837629497051,0.0473724938929081,-0.041350245475769,-0.00157842342741787
"142","United States",1964,3908560.75,3896564.25,196.038191395352,74.7363052368164,2.8610851764679,2871172.5,3852877.75,3892609.5,3885156,3854127.25,12536381,0.633658349514008,0.0483500808477402,0.61824095249176,0.252681016921997,0.120769925415516,0.0507653132081032,-0.0412344895303249,-0.00122268940322101
"143","United States",1965,4172653.5,4150917.5,198.504374820266,76.5242462158203,2.89715242385864,3045211.75,4122516.5,4153794.5,4136977.25,4104635,13106077,0.628558158874512,0.048491645604372,0.616685211658478,0.260408699512482,0.119410656392574,0.0465995296835899,-0.0425934456288815,-0.000510622281581163
"144","United States",1966,4448089,4418792.5,200.810181418726,78.8570785522461,2.92837071418762,3239135.5,4409358,4430559.5,4410311.5,4375270.5,13722319,0.631822645664215,0.0491634681820869,0.610032856464386,0.265337824821472,0.12441311776638,0.0470180474221706,-0.0457151643931866,-0.00108671560883522
"145","United States",1967,4563164,4525370.5,203.00872198464,80.6521911621094,2.95992541313171,3393236.75,4538012.5,4556520,4530347,4495312,14296025,0.639094769954681,0.0498851165175438,0.613294124603271,0.252690553665161,0.135707378387451,0.0450276173651218,-0.0453061424195766,-0.00141354068182409
"146","United States",1968,4788155.5,4738531,205.045825690644,82.2694244384766,2.99181985855103,3598795.75,4782082.5,4788687.5,4753273.5,4715990,14888505,0.643643379211426,0.0499599240720272,0.619168698787689,0.248941451311111,0.137950748205185,0.0453870967030525,-0.0514476597309113,-2.91897691795384e-07
"147","United States",1969,4942828,4889585,207.059452773335,84.2536544799805,3.02405834197998,3705758.75,4932714,4939494,4902349.5,4864106.5,15472192,0.653653085231781,0.0498314648866653,0.618944942951202,0.250278979539871,0.136969864368439,0.0462749637663364,-0.0519169718027115,-0.000551802047993988
"148","United States",1970,4945543,4896409.5,209.485807,84.6983489990234,3.05664396286011,3760534.25,4923829.5,4942204,4912720,4873912.5,15973746,0.659110069274902,0.0500262379646301,0.62841123342514,0.236792549490929,0.137057691812515,0.0506421700119972,-0.0535798817873001,0.000676225230563432
"149","United States",1971,5111621.5,5059147.5,211.357912,84.7065200805664,3.08988523483276,3859529.25,5100990,5104049,5073123.5,5034354.5,16485769,0.647887289524078,0.0491927713155746,0.626719057559967,0.244713246822357,0.134060636162758,0.0475456900894642,-0.0548650696873665,0.001826431020163
"150","United States",1972,5389620.5,5334608,213.219515,86.9730834960938,3.12348771095276,4039049.25,5382271.5,5368039,5339875.5,5298624.5,17084226,0.649778604507446,0.0484095141291618,0.626857697963715,0.251545578241348,0.129536241292953,0.0483423806726933,-0.0581418201327324,0.00185995257925242
"151","United States",1973,5703701,5664941.5,215.0929,89.7405624389648,3.1574559211731,4160912.25,5641192.5,5657033,5642400,5597607.5,17751130,0.650986313819885,0.047503974288702,0.616473317146301,0.262349396944046,0.120963245630264,0.0599186755716801,-0.0612005591392517,0.00149589835200459
"152","United States",1974,5598600,5613541,217.001865,91.3787841796875,3.19179344177246,4145842,5604133.5,5600879,5613296,5568680,18319176,0.650661408901215,0.0471240095794201,0.613847255706787,0.259792357683182,0.124728113412857,0.0752684697508812,-0.0746627524495125,0.00102656078524888
"153","United States",1975,5567926.5,5582413.5,218.963561,90.2430877685547,3.2265043258667,4239420.5,5545994,5599372.5,5603638.5,5557626,18749454,0.634778559207916,0.047559317201376,0.626599967479706,0.233165234327316,0.129947900772095,0.0731322690844536,-0.0660495087504387,0.0032041659578681
"154","United States",1976,5897896,5903297,220.993166,93.050910949707,3.24999570846558,4420403.5,5908132.5,5902788,5904479.5,5857021.5,19258244,0.630502581596375,0.0478304103016853,0.626213192939758,0.251966148614883,0.122439339756966,0.0713924765586853,-0.0747289806604385,0.00271783140487969
"155","United States",1977,6167635,6184753,223.090871,96.2447280883789,3.27365803718567,4608104.5,6236225,6168215,6178395.5,6126974,19880750,0.630256593227386,0.0476024635136127,0.627377569675446,0.263518333435059,0.118464075028896,0.0677424892783165,-0.079369455575943,0.00226701842620969
"156","United States",1978,6523868.5,6544451,225.239456,100.205863952637,3.29749250411987,4783782,6584933,6514989,6521378,6467694,20621346,0.630425453186035,0.0473022796213627,0.619779884815216,0.276191800832748,0.113773971796036,0.0699242129921913,-0.0856657400727272,0.0059959264472127
"157","United States",1979,6707675,6763056,227.411604,102.844429016113,3.32150077819824,4898080,6746715,6689279,6728154,6673077,21398030,0.630335748195648,0.0472447425127029,0.617394030094147,0.274761110544205,0.110603623092175,0.0797640606760979,-0.0880096554756165,0.00548687390983105
"158","United States",1980,6588726,6724476,229.588208,103.123237609863,3.34568381309509,4936016.5,6643114,6612851,6708491.5,6656753.5,22033662,0.631744623184204,0.0475846864283085,0.622053146362305,0.25446817278862,0.113733224570751,0.0913741216063499,-0.0883332565426826,0.0067046289332211
"159","United States",1981,6777818.5,6901233.5,231.765783,104.274398803711,3.35476899147034,5017029.5,6841589,6814847,6879489,6829490,22647426,0.621095299720764,0.0479444973170757,0.615444540977478,0.265217274427414,0.113829039037228,0.0852169319987297,-0.0881434306502342,0.00843564141541719
"160","United States",1982,6643039,6731911,233.953874,103.466293334961,3.36387896537781,5103149,6751710.5,6711581.5,6740479.5,6699008,23128432,0.623888552188873,0.0482730641961098,0.637425482273102,0.244576305150986,0.119664385914803,0.0758640617132187,-0.0842820927500725,0.00675186840817332
"161","United States",1983,6987811.5,7040408,236.161961,104.852600097656,3.3730137348175,5379821,7149925,7049552.5,7047526.5,7009355,23675250,0.610388815402985,0.0491941198706627,0.646376490592957,0.251166731119156,0.116986557841301,0.0651657059788704,-0.0857673063874245,0.00607185065746307
"162","United States",1984,7556971.5,7580414,238.404223,109.188400268555,3.38217329978943,5620941.5,7778023.5,7585051.5,7554405.5,7518162.5,24426864,0.608528673648834,0.049840185791254,0.634121835231781,0.285539627075195,0.10993954539299,0.0650372877717018,-0.101152032613754,0.00651372317224741
"163","United States",1985,7884135,7860198.5,240.691557,111.471778869629,3.39135766029358,5947703.5,8142341,7934073.5,7873403.5,7836877.5,25249576,0.608186483383179,0.0502209551632404,0.643613040447235,0.278740644454956,0.111804030835629,0.0597039349377155,-0.103242345154285,0.00938067957758904
"164","United States",1986,8144059.5,8117222,243.032017,114.049240112305,3.40006065368652,6217900,8429260,8193805,8145955.5,8112098.5,26067404,0.613382816314697,0.050284456461668,0.64679479598999,0.271467268466949,0.11651649326086,0.0505172051489353,-0.0959155708551407,0.0106198117136955
"165","United States",1987,8399763,8401659,245.425409,117.067230224609,3.4087860584259,6410715,8687520,8436682,8425694,8392898,26866096,0.621242165565491,0.0500085018575191,0.645897567272186,0.270221680402756,0.114955484867096,0.0526388175785542,-0.0906570255756378,0.00694345217198133
"166","United States",1988,8748274,8747260,247.865202,119.689407348633,3.41753363609314,6668091,8965433,8782349,8774641,8745706,27655802,0.625906765460968,0.0501486137509346,0.647266924381256,0.261816024780273,0.112660579383373,0.0599091723561287,-0.0894889011979103,0.00783611927181482
"167","United States",1989,9065519,9055775,250.340795,122.146018981934,3.42630386352539,6896941.5,9225619,9086377,9092621,9067624,28460166,0.617201268672943,0.0503130219876766,0.645951688289642,0.256106317043304,0.112569063901901,0.0679510086774826,-0.0901203230023384,0.00754228793084621
"168","United States",1990,9203227,9203558,252.84781,123.401077270508,3.43509650230408,7180793,9379958,9259331,9259567,9241600,29208678,0.620593726634979,0.0505044683814049,0.668241262435913,0.237501949071884,0.10725861042738,0.0696767196059227,-0.090498074889183,0.00781958736479282
"169","United States",1991,9191710,9171585,255.36716,121.962417602539,3.4523024559021,7177849,9287654,9244829,9248708,9234885,29807548,0.620734870433807,0.0510969869792461,0.667510569095612,0.228118866682053,0.108581490814686,0.0691285729408264,-0.082861490547657,0.00952202826738358
"170","United States",1992,9530917,9509170,257.908206,122.231887817383,3.46959495544434,7393261.5,9636033,9585170,9573914,9563208,30447546,0.625986099243164,0.0512876808643341,0.665996015071869,0.234258607029915,0.106233716011047,0.0786809772253036,-0.0960980132222176,0.0109286922961473
"171","United States",1993,9827602,9786068,260.52742,123.59285736084,3.48697352409363,7598004,9976447,9882773,9835906,9825721,31142584,0.620235562324524,0.0509975925087929,0.670031070709229,0.241812288761139,0.10244520008564,0.0779927298426628,-0.102922379970551,0.0106411091983318
"172","United States",1994,10262589,10205495,263.301323,126.198081970215,3.50443959236145,7875691,10382788,10252747,10232211,10222333,31914476,0.613880038261414,0.0508853234350681,0.670011043548584,0.245020031929016,0.099684827029705,0.0803990662097931,-0.106607139110565,0.0114921946078539
"173","United States",1995,10550124,10501270,266.275528,127.997169494629,3.5219931602478,8141430,10649630,10526347,10519550,10511666,32739804,0.613105416297913,0.050995372235775,0.678031265735626,0.238432258367538,0.0959020406007767,0.0837377384305,-0.108902767300606,0.0127994827926159
"174","United States",1996,10988194,10926444,269.483224,129.911193847656,3.53323888778687,8440640,11059940,10929891,10918888,10910675,33669848,0.612733125686646,0.05114771053195,0.682018160820007,0.239887043833733,0.0910129845142365,0.0849851369857788,-0.110058926045895,0.0121556259691715
"175","United States",1997,11538199,11437019,272.882865,132.932144165039,3.54452061653137,8705518,11552962,11417703,11409474,11400236,34694968,0.61493855714798,0.051379457116127,0.670715153217316,0.249568358063698,0.0922926738858223,0.0951181501150131,-0.120299592614174,0.0126052154228091
"176","United States",1998,12132393,11956923,276.354096,135.077072143555,3.5558385848999,9099003,12138236,11924765,11916442,11907535,35854404,0.628978788852692,0.0512882731854916,0.671419143676758,0.255045354366302,0.09214798361063,0.0947523862123489,-0.124499589204788,0.0111346924677491
"177","United States",1999,12720219,12510232,279.730801,137.337097167969,3.56719255447388,9558780,12834665,12502540,12473554,12465426,37122332,0.631763756275177,0.0516959577798843,0.673807322978973,0.26262640953064,0.0925163179636002,0.0924160778522491,-0.132732465863228,0.0113663515076041
"178","United States",2000,13222419,13031820,282.895741,139.29606628418,3.5785825252533,9977582,13511612,13035321,12983206,12975535,38439588,0.642679452896118,0.0521203465759754,0.675835788249969,0.272200107574463,0.0926632657647133,0.106034658849239,-0.156647279858589,0.0099134836345911
"179","United States",2001,13355489,13127311,285.796198,139.443893432617,3.58833718299866,10266814,13688775,13229581,13108072,13102174,39627500,0.645538926124573,0.0510616786777973,0.6866095662117,0.261057555675507,0.0966340824961662,0.100608579814434,-0.152477592229843,0.00756780989468098
"180","United States",2002,13591523,13309916,288.470847,139.084320068359,3.59811854362488,10524779,14027745,13503168,13339370,13336194,40679832,0.634735703468323,0.050127275288105,0.688925802707672,0.262603580951691,0.100075393915176,0.0934876203536987,-0.152616694569588,0.00752428639680147
"181","United States",2003,13961596,13679334,291.005482,140.231399536133,3.6079261302948,10852183,14451386,13845560,13712711,13710512,41793132,0.626525163650513,0.0490320846438408,0.688474059104919,0.262472033500671,0.102921783924103,0.0878730416297913,-0.148501679301262,0.00676077092066407
"182","United States",2004,14499944,14204685,293.530886,141.630981445312,3.61776089668274,11251801,15090846,14366189,14232334,14229557,43024076,0.622209906578064,0.0477466061711311,0.687032461166382,0.269741058349609,0.103547722101212,0.0912226289510727,-0.158728718757629,0.00718488870188594
"183","United States",2005,14958727,14683344,296.139635,143.989898681641,3.62762236595154,11844568,15867237,15038908,14709193,14705564,44360180,0.611213505268097,0.0463980697095394,0.698132634162903,0.27347993850708,0.107116743922234,0.0973105579614639,-0.184195756912231,0.00815589539706707
"184","United States",2006,15353601,15083465,298.860519,146.615249633789,3.64232897758484,12126527,16170304,15318001,15099868,15097712,45671956,0.612303555011749,0.0455616675317287,0.694966793060303,0.267802149057388,0.108121499419212,0.104882605373859,-0.18378546833992,0.00801247730851173
"185","United States",2007,15605977,15359941,301.655953,148.201858520508,3.65709471702576,12419006,16287814,15517646,15368273,15366229,46844304,0.610487163066864,0.0457468964159489,0.697130620479584,0.251739948987961,0.110963143408298,0.10669432580471,-0.175923869013786,0.00939587503671646
"186","United States",2008,15357469,15305872,304.473143,147.526229858398,3.67192077636719,12569281,16125585,15370500,15321926,15321422,47779436,0.615054786205292,0.0462777987122536,0.70192950963974,0.232105568051338,0.118416532874107,0.112999461591244,-0.175089910626411,0.00963883101940155
"187","United States",2009,15005201,14844276,307.231961,142.106582641602,3.68680667877197,12451251,15338228,14928810,14896201,14896173,48245684,0.602897047996521,0.0469640530645847,0.707372546195984,0.193806290626526,0.128495022654533,0.100617475807667,-0.140677779912949,0.0103864828124642
"188","United States",2010,15368666,15250698,309.87617,141.349105834961,3.70175337791443,12764841,15842214,15317448,15273702,15273331,48728140,0.595231890678406,0.0471082739531994,0.706828713417053,0.201481774449348,0.128911092877388,0.114981308579445,-0.160320207476616,0.00811727624386549
"189","United States",2011,15590957,15517930,312.390368,142.21745300293,3.70701098442078,13049097,16173676,15590957,15517930,15517931,49279028,0.59983766078949,0.0474954284727573,0.715528190135956,0.201352849602699,0.125376299023628,0.124832294881344,-0.176362097263336,0.00927249994128942
"190","United States",2012,15976742,15899255,314.799465,144.862838745117,3.71227598190308,13206454,16505245,15946878,15863845,15863049,49960600,0.602018654346466,0.0478847846388817,0.711365520954132,0.207943946123123,0.121122054755688,0.127473771572113,-0.178048610687256,0.0101433368399739
"191","United States",2013,16274530,16183547,317.135919,146.210968017578,3.71754860877991,13356571,16668950,16175432,16100139,16099333,50633784,0.600111186504364,0.0476282462477684,0.713030874729156,0.205736041069031,0.116562701761723,0.127341002225876,-0.173468098044395,0.0107975015416741
